user,team,week,ec,1stf,ATW,6pack,3rdf,Donation,qs,2ndf,popup,WO Q,QS Q,hardsh!t,ao_list
Wet Bandit,Prancer,2,,,,,,,,,,,,,
Wet Bandit,Prancer,3,,,,,,,,,,,,,
Wet Bandit,Prancer,4,,,,,,,,,,,,,
Wet Bandit,Prancer,5,,,,,,,,,,,,,
Wet Bandit,Prancer,6,,,,,,,,,,,,,
YellowPages,Prancer,0,,6,,,,3,,5,,,,,the-colosseum
YellowPages,Prancer,1,10,18,5,4,,3,5,,3,,1,,"black-rock, da-grizz, el-coyote, ravens-nest, the-colosseum, the-grove"
YellowPages,Prancer,2,,,,,,,,,,,,,
YellowPages,Prancer,3,,,,,,,,,,,,,
YellowPages,Prancer,4,,,,,,,,,,,,,
YellowPages,Prancer,5,,,,,,,,,,,,,
YellowPages,Prancer,6,,,,,,,,,,,,,
Backstreet,Rudolph,0,,3,,,,,,5,,,,,the-colosseum
Backstreet,Rudolph,1,,6,,,,,,,,,,,"black-rock, the-olympiad"
Backstreet,Rudolph,2,,,,,,,,,,,,,
Backstreet,Rudolph,3,,,,,,,,,,,,,
Backstreet,Rudolph,4,,,,,,,,,,,,,
Backstreet,Rudolph,5,,,,,,,,,,,,,
Backstreet,Rudolph,6,,,,,,,,,,,,,
BoilerUp,Rudolph,0,,,,,,,,,,,,,
BoilerUp,Rudolph,1,1,3,,,,,,,3,,,,the-colosseum
BoilerUp,Rudolph,2,,,,,,,,,,,,,
BoilerUp,Rudolph,3,,,,,,,,,,,,,
BoilerUp,Rudolph,4,,,,,,,,,,,,,
BoilerUp,Rudolph,5,,,,,,,,,,,,,
BoilerUp,Rudolph,6,,,,,,,,,,,,,
Celine Dion,Rudolph,0,,3,,,,,,5,,,,,the-colosseum
Celine Dion,Rudolph,1,,12,,,,,5,,3,1,,,"da-grizz, ravens-nest, the-olympiad, the-ridge"
Celine Dion,Rudolph,2,,,,,,,,,,,,,
Celine Dion,Rudolph,3,,,,,,,,,,,,,
Celine Dion,Rudolph,4,,,,,,,,,,,,,
Celine Dion,Rudolph,5,,,,,,,,,,,,,
Celine Dion,Rudolph,6,,,,,,,,,,,,,
Cowbell,Rudolph,0,,,,,,,,,,,,,
Cowbell,Rudolph,1,,,,,,,,,,,,,
Cowbell,Rudolph,2,,,,,,,,,,,,,
Cowbell,Rudolph,3,,,,,,,,,,,,,
Cowbell,Rudolph,4,,,,,,,,,,,,,
Cowbell,Rudolph,5,,,,,,,,,,,,,
Cowbell,Rudolph,6,,,,,,,,,,,,,
Folgers,Rudolph,0,,3,,,,3,,5,,,,,the-colosseum
Folgers,Rudolph,1,4,,,,,,,,3,,,,
Folgers,Rudolph,2,,,,,,,,,,,,,
Folgers,Rudolph,3,,,,,,,,,,,,,
Folgers,Rudolph,4,,,,,,,,,,,,,
Folgers,Rudolph,5,,,,,,,,,,,,,
Folgers,Rudolph,6,,,,,,,,,,,,,
Foreclosure,Rudolph,0,3,6,,,,,,5,,,,,the-colosseum
Foreclosure,Rudolph,1,12,9,,,,,5,,3,1,,,"black-rock, ravens-nest, the-colosseum"
Foreclosure,Rudolph,2,,,,,,,,,,,,,
Foreclosure,Rudolph,3,,,,,,,,,,,,,
Foreclosure,Rudolph,4,,,,,,,,,,,,,
Foreclosure,Rudolph,5,,,,,,,,,,,,,
Foreclosure,Rudolph,6,,,,,,,,,,,,,
Homer Simpson,Rudolph,0,,,,,,,,,,,,,
Homer Simpson,Rudolph,1,,3,,,,3,,,3,,,,black-rock
Homer Simpson,Rudolph,2,,,,,,,,,,,,,
Homer Simpson,Rudolph,3,,,,,,,,,,,,,
Homer Simpson,Rudolph,4,,,,,,,,,,,,,
Homer Simpson,Rudolph,5,,,,,,,,,,,,,
Homer Simpson,Rudolph,6,,,,,,,,,,,,,
Italian Ice,Rudolph,0,,3,,,,,,5,,,,,the-colosseum
Italian Ice,Rudolph,1,,9,,,,,,,3,,,,"da-grizz, ravens-nest"
Italian Ice,Rudolph,2,,,,,,,,,,,,,
Italian Ice,Rudolph,3,,,,,,,,,,,,,
Italian Ice,Rudolph,4,,,,,,,,,,,,,
Italian Ice,Rudolph,5,,,,,,,,,,,,,
Italian Ice,Rudolph,6,,,,,,,,,,,,,
Mapquest,Rudolph,0,,,,,,,,,,,,,
Mapquest,Rudolph,1,,6,,,,,,,,,,,"the-colosseum, the-olympiad"
Mapquest,Rudolph,2,,,,,,,,,,,,,
Mapquest,Rudolph,3,,,,,,,,,,,,,
Mapquest,Rudolph,4,,,,,,,,,,,,,
Mapquest,Rudolph,5,,,,,,,,,,,,,
Mapquest,Rudolph,6,,,,,,,,,,,,,
Napster,Rudolph,0,3,6,,,,,,5,,,,,the-colosseum
Napster,Rudolph,1,6,12,,,,,5,5,3,,,10,"the-colosseum, the-grove, the-olympiad, the-ridge"
Napster,Rudolph,2,,,,,,,,,,,,,
Napster,Rudolph,3,,,,,,,,,,,,,
Napster,Rudolph,4,,,,,,,,,,,,,
Napster,Rudolph,5,,,,,,,,,,,,,
Napster,Rudolph,6,,,,,,,,,,,,,
Nickelback,Rudolph,0,,3,,,,,,5,,,,,the-colosseum
Nickelback,Rudolph,1,,6,,,,3,,,3,,,,"da-grizz, el-coyote"
Nickelback,Rudolph,2,,,,,,,,,,,,,
Nickelback,Rudolph,3,,,,,,,,,,,,,
Nickelback,Rudolph,4,,,,,,,,,,,,,
Nickelback,Rudolph,5,,,,,,,,,,,,,
Nickelback,Rudolph,6,,,,,,,,,,,,,
Ricola,Rudolph,0,,6,,,,3,,5,,,,10,the-colosseum
Ricola,Rudolph,1,9,10,,,,3,,,3,,,,
Ricola,Rudolph,2,,,,,,,,,,,,,
Ricola,Rudolph,3,,,,,,,,,,,,,
Ricola,Rudolph,4,,,,,,,,,,,,,
Ricola,Rudolph,5,,,,,,,,,,,,,
Ricola,Rudolph,6,,,,,,,,,,,,,
Ringo,Rudolph,0,,3,,,,,,5,,,,,the-colosseum
Ringo,Rudolph,1,9,18,5,4,,3,5,5,3,1,,,"black-rock, da-grizz, el-coyote, ravens-nest, the-colosseum, the-grove"
Ringo,Rudolph,2,,,,,,,,,,,,,
Ringo,Rudolph,3,,,,,,,,,,,,,
Ringo,Rudolph,4,,,,,,,,,,,,,
Ringo,Rudolph,5,,,,,,,,,,,,,
Ringo,Rudolph,6,,,,,,,,,,,,,
Slapshot,Rudolph,0,,3,,,,,,5,,,,,the-colosseum
Slapshot,Rudolph,1,,6,,,,,,,3,,,,"da-grizz, ravens-nest"
Slapshot,Rudolph,2,,,,,,,,,,,,,
Slapshot,Rudolph,3,,,,,,,,,,,,,
Slapshot,Rudolph,4,,,,,,,,,,,,,
Slapshot,Rudolph,5,,,,,,,,,,,,,
Slapshot,Rudolph,6,,,,,,,,,,,,,
Spud,Rudolph,0,,,,,,,,,,,,,
Spud,Rudolph,1,,,,,,,,,,,,,
Spud,Rudolph,2,,,,,,,,,,,,,
Spud,Rudolph,3,,,,,,,,,,,,,
Spud,Rudolph,4,,,,,,,,,,,,,
Spud,Rudolph,5,,,,,,,,,,,,,
Spud,Rudolph,6,,,,,,,,,,,,,
Underdog,Rudolph,0,,6,,,,,,5,,,,,the-colosseum
Underdog,Rudolph,1,6,10,,,,,,,3,,,,
Underdog,Rudolph,2,,,,,,,,,,,,,
Underdog,Rudolph,3,,,,,,,,,,,,,
Underdog,Rudolph,4,,,,,,,,,,,,,
Underdog,Rudolph,5,,,,,,,,,,,,,
Underdog,Rudolph,6,,,,,,,,,,,,,
5-Putt,Vixen,0,,3,,,,,,5,,,,,the-colosseum
5-Putt,Vixen,1,,9,,,,,,,,,,,"dmz, the-colosseum, the-ridge"
5-Putt,Vixen,2,,,,,,,,,,,,,
5-Putt,Vixen,3,,,,,,,,,,,,,
5-Putt,Vixen,4,,,,,,,,,,,,,
5-Putt,Vixen,5,,,,,,,,,,,,,
5-Putt,Vixen,6,,,,,,,,,,,,,
Blue Gill,Vixen,0,,6,,,,3,,5,,,,,the-colosseum
Blue Gill,Vixen,1,12,12,,,,3,5,5,3,1,,,"dmz, the-olympiad, the-ridge, the-silo"
Blue Gill,Vixen,2,,,,,,,,,,,,,
Blue Gill,Vixen,3,,,,,,,,,,,,,
Blue Gill,Vixen,4,,,,,,,,,,,,,
Blue Gill,Vixen,5,,,,,,,,,,,,,
Blue Gill,Vixen,6,,,,,,,,,,,,,
Broomstick,Vixen,0,3,,,,,3,,,,,,,
Broomstick,Vixen,1,15,16,5,,,,,,3,,,,"black-diamond, dmz, the-grove, the-ridge, the-silo"
Broomstick,Vixen,2,,,,,,,,,,,,,
Broomstick,Vixen,3,,,,,,,,,,,,,
Broomstick,Vixen,4,,,,,,,,,,,,,
Broomstick,Vixen,5,,,,,,,,,,,,,
Broomstick,Vixen,6,,,,,,,,,,,,,
Den Mother,Vixen,0,,,,,,,,,,,,,
Den Mother,Vixen,1,,9,,,,3,5,,3,,,,"the-colosseum, the-olympiad, the-silo"
Den Mother,Vixen,2,,,,,,,,,,,,,
Den Mother,Vixen,3,,,,,,,,,,,,,
Den Mother,Vixen,4,,,,,,,,,,,,,
Den Mother,Vixen,5,,,,,,,,,,,,,
Den Mother,Vixen,6,,,,,,,,,,,,,
Dilly Dilly,Vixen,0,,3,,,,,,5,,,,,the-colosseum
Dilly Dilly,Vixen,1,11,15,,,,3,5,,3,1,,,"dmz, the-grove, the-ridge, the-silo"
Dilly Dilly,Vixen,2,,,,,,,,,,,,,
Dilly Dilly,Vixen,3,,,,,,,,,,,,,
Dilly Dilly,Vixen,4,,,,,,,,,,,,,
Dilly Dilly,Vixen,5,,,,,,,,,,,,,
Dilly Dilly,Vixen,6,,,,,,,,,,,,,
Dipstick,Vixen,0,,,,,,,,,,,,,
Dipstick,Vixen,1,,,,,,,,,,,,,
Dipstick,Vixen,2,,,,,,,,,,,,,
Dipstick,Vixen,3,,,,,,,,,,,,,
Dipstick,Vixen,4,,,,,,,,,,,,,
Dipstick,Vixen,5,,,,,,,,,,,,,
Dipstick,Vixen,6,,,,,,,,,,,,,
Fish Tape,Vixen,0,,3,,,,,,5,,,,,the-colosseum
Fish Tape,Vixen,1,,9,,,,,,,,,,,"the-ridge, the-silo"
Fish Tape,Vixen,2,,,,,,,,,,,,,
Fish Tape,Vixen,3,,,,,,,,,,,,,
Fish Tape,Vixen,4,,,,,,,,,,,,,
Fish Tape,Vixen,5,,,,,,,,,,,,,
Fish Tape,Vixen,6,,,,,,,,,,,,,
Ginga,Vixen,0,,3,,,,,,5,,,,,the-colosseum
Ginga,Vixen,1,,3,,,,,,,,,,,the-ridge
Ginga,Vixen,2,,,,,,,,,,,,,
Ginga,Vixen,3,,,,,,,,,,,,,
Ginga,Vixen,4,,,,,,,,,,,,,
Ginga,Vixen,5,,,,,,,,,,,,,
Ginga,Vixen,6,,,,,,,,,,,,,
Go Daddy,Vixen,0,,3,,,,,,5,,,,,the-colosseum
Go Daddy,Vixen,1,,,,,,,,,3,,,,
Go Daddy,Vixen,2,,,,,,,,,,,,,
Go Daddy,Vixen,3,,,,,,,,,,,,,
Go Daddy,Vixen,4,,,,,,,,,,,,,
Go Daddy,Vixen,5,,,,,,,,,,,,,
Go Daddy,Vixen,6,,,,,,,,,,,,,
Hackman,Vixen,0,,3,,,,,,5,,,,,the-colosseum
Hackman,Vixen,1,2,6,,,,,,,,,,,"dmz, the-colosseum"
Hackman,Vixen,2,,,,,,,,,,,,,
Hackman,Vixen,3,,,,,,,,,,,,,
Hackman,Vixen,4,,,,,,,,,,,,,
Hackman,Vixen,5,,,,,,,,,,,,,
Hackman,Vixen,6,,,,,,,,,,,,,
Hat Trick,Vixen,0,,,,,,,,,,,,,
Hat Trick,Vixen,1,6,12,,,,,,5,,,,,"el-coyote, the-grove, the-ridge, the-silo"
Hat Trick,Vixen,2,,,,,,,,,,,,,
Hat Trick,Vixen,3,,,,,,,,,,,,,
Hat Trick,Vixen,4,,,,,,,,,,,,,
Hat Trick,Vixen,5,,,,,,,,,,,,,
Hat Trick,Vixen,6,,,,,,,,,,,,,
Hydrant,Vixen,0,,,,,,,,,,,,,
Hydrant,Vixen,1,,,,,,,,,3,,,,
Hydrant,Vixen,2,,,,,,,,,,,,,
Hydrant,Vixen,3,,,,,,,,,,,,,
Hydrant,Vixen,4,,,,,,,,,,,,,
Hydrant,Vixen,5,,,,,,,,,,,,,
Hydrant,Vixen,6,,,,,,,,,,,,,
Ollie,Vixen,0,,3,,,,,,5,,,,,the-colosseum
Ollie,Vixen,1,,,,,,,,,,,,,
Ollie,Vixen,2,,,,,,,,,,,,,
Ollie,Vixen,3,,,,,,,,,,,,,
Ollie,Vixen,4,,,,,,,,,,,,,
Ollie,Vixen,5,,,,,,,,,,,,,
Ollie,Vixen,6,,,,,,,,,,,,,
Quatro,Vixen,0,,3,,,,,,5,,,,,the-colosseum
Quatro,Vixen,1,5,12,,,,,5,,3,,,,"dmz, the-grove, the-ridge, the-silo"
Quatro,Vixen,2,,,,,,,,,,,,,
Quatro,Vixen,3,,,,,,,,,,,,,
Quatro,Vixen,4,,,,,,,,,,,,,
Quatro,Vixen,5,,,,,,,,,,,,,
Quatro,Vixen,6,,,,,,,,,,,,,
Scuba Steve,Vixen,0,,3,,,,,,5,,,,,the-colosseum
Scuba Steve,Vixen,1,8,12,,,,,5,,3,,,,"the-grove, the-olympiad, the-ridge, the-silo"
Scuba Steve,Vixen,2,,,,,,,,,,,,,
Scuba Steve,Vixen,3,,,,,,,,,,,,,
Scuba Steve,Vixen,4,,,,,,,,,,,,,
Scuba Steve,Vixen,5,,,,,,,,,,,,,
Scuba Steve,Vixen,6,,,,,,,,,,,,,
SoccerMom,Vixen,0,,,,,,,,,,,,,
SoccerMom,Vixen,1,,9,,,,,,,3,,,,"the-colosseum, the-silo"
SoccerMom,Vixen,2,,,,,,,,,,,,,
SoccerMom,Vixen,3,,,,,,,,,,,,,
SoccerMom,Vixen,4,,,,,,,,,,,,,
SoccerMom,Vixen,5,,,,,,,,,,,,,
SoccerMom,Vixen,6,,,,,,,,,,,,,
TPS Report,Vixen,0,,,,,,,,,,,,,
TPS Report,Vixen,1,2,3,,,,,,,3,,,,the-ridge
TPS Report,Vixen,2,,,,,,,,,,,,,
TPS Report,Vixen,3,,,,,,,,,,,,,
TPS Report,Vixen,4,,,,,,,,,,,,,
TPS Report,Vixen,5,,,,,,,,,,,,,
TPS Report,Vixen,6,,,,,,,,,,,,,
Tweety,Vixen,0,3,6,,,,,,5,,,,,the-colosseum
Tweety,Vixen,1,12,12,,,,,,,3,,,,"dmz, the-ridge, the-silo"
Tweety,Vixen,2,,,,,,,,,,,,,
Tweety,Vixen,3,,,,,,,,,,,,,
Tweety,Vixen,4,,,,,,,,,,,,,
Tweety,Vixen,5,,,,,,,,,,,,,
Tweety,Vixen,6,,,,,,,,,,,,,
vern,Vixen,0,,3,,,,,,5,,,,,the-colosseum
vern,Vixen,1,9,9,,,,,,,,,,,"dmz, the-ridge, the-silo"
vern,Vixen,2,,,,,,,,,,,,,
vern,Vixen,3,,,,,,,,,,,,,
vern,Vixen,4,,,,,,,,,,,,,
vern,Vixen,5,,,,,,,,,,,,,
vern,Vixen,6,,,,,,,,,,,,,
