user,team,week,ec,1stf,ATW,6pack,3rdf,Donation,qs,2ndf,popup,workout Q,QSQ,hardsh!t,ao_list
Mr. Belding,Donner,4,0,0,0,0,0,0,0,0,0,0,0,0,
Mr. Belding,Donner,5,0,0,0,0,0,0,0,0,0,0,0,0,
Mr. Belding,Donner,6,0,0,0,0,0,0,0,0,0,0,0,0,
Mr. Kotter,Donner,0,0,6,0,0,0,0,0,5,0,1,0,0,the-colosseum
Mr. Kotter,Donner,1,6,6,0,0,0,0,0,0,3,0,0,0,the-grove
Mr. Kotter,Donner,2,0,0,0,0,0,0,0,0,0,0,0,0,
Mr. Kotter,Donner,3,0,0,0,0,0,0,0,0,0,0,0,0,
Mr. Kotter,Donner,4,0,0,0,0,0,0,0,0,0,0,0,0,
Mr. Kotter,Donner,5,0,0,0,0,0,0,0,0,0,0,0,0,
Mr. Kotter,Donner,6,0,0,0,0,0,0,0,0,0,0,0,0,
Peashooter,Donner,0,0,0,0,0,0,0,0,0,0,0,0,0,
Peashooter,Donner,1,3,3,0,0,0,0,0,0,3,0,0,0,the-grove
Peashooter,Donner,2,0,0,0,0,0,0,0,0,0,0,0,0,
Peashooter,Donner,3,0,0,0,0,0,0,0,0,0,0,0,0,
Peashooter,Donner,4,0,0,0,0,0,0,0,0,0,0,0,0,
Peashooter,Donner,5,0,0,0,0,0,0,0,0,0,0,0,0,
Peashooter,Donner,6,0,0,0,0,0,0,0,0,0,0,0,0,
Storm Chaser,Donner,0,0,7,0,0,0,0,0,5,0,0,0,0,the-colosseum
Storm Chaser,Donner,1,3,6,0,0,0,3,0,0,3,0,0,0,
Storm Chaser,Donner,2,0,0,0,0,0,0,0,0,0,0,0,0,
Storm Chaser,Donner,3,0,0,0,0,0,0,0,0,0,0,0,0,
Storm Chaser,Donner,4,0,0,0,0,0,0,0,0,0,0,0,0,
Storm Chaser,Donner,5,0,0,0,0,0,0,0,0,0,0,0,0,
Storm Chaser,Donner,6,0,0,0,0,0,0,0,0,0,0,0,0,
Trickle,Donner,0,0,3,0,0,0,0,0,5,0,0,0,0,the-colosseum
Trickle,Donner,1,0,3,0,0,0,0,0,0,0,0,0,0,the-ridge
Trickle,Donner,2,0,0,0,0,0,0,0,0,0,0,0,0,
Trickle,Donner,3,0,0,0,0,0,0,0,0,0,0,0,0,
Trickle,Donner,4,0,0,0,0,0,0,0,0,0,0,0,0,
Trickle,Donner,5,0,0,0,0,0,0,0,0,0,0,0,0,
Trickle,Donner,6,0,0,0,0,0,0,0,0,0,0,0,0,
fuzzy navel,Donner,0,0,6,0,0,5,0,0,5,0,0,0,0,the-colosseum
fuzzy navel,Donner,1,0,0,0,0,0,3,0,5,3,0,0,0,
fuzzy navel,Donner,2,0,0,0,0,0,0,0,0,0,0,0,0,
fuzzy navel,Donner,3,0,0,0,0,0,0,0,0,0,0,0,0,
fuzzy navel,Donner,4,0,0,0,0,0,0,0,0,0,0,0,0,
fuzzy navel,Donner,5,0,0,0,0,0,0,0,0,0,0,0,0,
fuzzy navel,Donner,6,0,0,0,0,0,0,0,0,0,0,0,0,
Boomer,Prancer,0,3,6,0,0,0,3,0,5,0,0,0,0,the-colosseum
Boomer,Prancer,1,0,3,0,0,0,0,0,0,3,0,0,0,
Boomer,Prancer,2,0,0,0,0,0,0,0,0,0,0,0,0,
Boomer,Prancer,3,0,0,0,0,0,0,0,0,0,0,0,0,
Boomer,Prancer,4,0,0,0,0,0,0,0,0,0,0,0,0,
Boomer,Prancer,5,0,0,0,0,0,0,0,0,0,0,0,0,
Boomer,Prancer,6,0,0,0,0,0,0,0,0,0,0,0,0,
Deliverance,Prancer,0,0,3,0,0,0,0,0,5,0,0,0,0,the-colosseum
Deliverance,Prancer,1,0,6,0,0,0,0,0,5,3,0,0,0,"the-colosseum, the-grove"
Deliverance,Prancer,2,0,0,0,0,0,0,0,0,0,0,0,0,
Deliverance,Prancer,3,0,0,0,0,0,0,0,0,0,0,0,0,
Deliverance,Prancer,4,0,0,0,0,0,0,0,0,0,0,0,0,
Deliverance,Prancer,5,0,0,0,0,0,0,0,0,0,0,0,0,
Deliverance,Prancer,6,0,0,0,0,0,0,0,0,0,0,0,0,
Depends (3rdF Q),Prancer,0,3,6,0,0,0,3,0,5,0,0,0,0,the-colosseum
Depends (3rdF Q),Prancer,1,3,3,0,0,0,0,5,0,3,0,0,0,the-grove
Depends (3rdF Q),Prancer,2,0,0,0,0,0,0,0,0,0,0,0,0,
Depends (3rdF Q),Prancer,3,0,0,0,0,0,0,0,0,0,0,0,0,
Depends (3rdF Q),Prancer,4,0,0,0,0,0,0,0,0,0,0,0,0,
Depends (3rdF Q),Prancer,5,0,0,0,0,0,0,0,0,0,0,0,0,
Depends (3rdF Q),Prancer,6,0,0,0,0,0,0,0,0,0,0,0,0,
Dilbert,Prancer,0,0,3,0,0,0,3,0,5,0,0,0,0,the-colosseum
Dilbert,Prancer,1,3,6,0,0,0,0,0,0,3,0,0,0,"the-colosseum, the-grove"
Dilbert,Prancer,2,0,0,0,0,0,0,0,0,0,0,0,0,
Dilbert,Prancer,3,0,0,0,0,0,0,0,0,0,0,0,0,
Dilbert,Prancer,4,0,0,0,0,0,0,0,0,0,0,0,0,
Dilbert,Prancer,5,0,0,0,0,0,0,0,0,0,0,0,0,
Dilbert,Prancer,6,0,0,0,0,0,0,0,0,0,0,0,0,
Flo,Prancer,0,0,3,0,0,0,0,0,0,0,0,0,0,the-colosseum
Flo,Prancer,1,4,6,0,0,0,0,0,0,3,0,0,0,"the-colosseum, the-grove"
Flo,Prancer,2,0,0,0,0,0,0,0,0,0,0,0,0,
Flo,Prancer,3,0,0,0,0,0,0,0,0,0,0,0,0,
Flo,Prancer,4,0,0,0,0,0,0,0,0,0,0,0,0,
Flo,Prancer,5,0,0,0,0,0,0,0,0,0,0,0,0,
Flo,Prancer,6,0,0,0,0,0,0,0,0,0,0,0,0,
Glass Slipper,Prancer,0,0,3,0,0,0,0,0,5,0,0,0,0,the-colosseum
Glass Slipper,Prancer,1,0,0,0,0,0,0,0,0,0,0,0,0,
Glass Slipper,Prancer,2,0,0,0,0,0,0,0,0,0,0,0,0,
Glass Slipper,Prancer,3,0,0,0,0,0,0,0,0,0,0,0,0,
Glass Slipper,Prancer,4,0,0,0,0,0,0,0,0,0,0,0,0,
Glass Slipper,Prancer,5,0,0,0,0,0,0,0,0,0,0,0,0,
Glass Slipper,Prancer,6,0,0,0,0,0,0,0,0,0,0,0,0,
Hank Hill,Prancer,0,3,6,0,0,0,3,0,5,0,0,0,10,the-colosseum
Hank Hill,Prancer,1,3,6,0,0,0,3,0,5,3,0,0,0,the-grove
Hank Hill,Prancer,2,0,0,0,0,0,0,0,0,0,0,0,0,
Hank Hill,Prancer,3,0,0,0,0,0,0,0,0,0,0,0,0,
Hank Hill,Prancer,4,0,0,0,0,0,0,0,0,0,0,0,0,
Hank Hill,Prancer,5,0,0,0,0,0,0,0,0,0,0,0,0,
Hank Hill,Prancer,6,0,0,0,0,0,0,0,0,0,0,0,0,
Hot Boxx,Prancer,0,0,0,0,0,0,0,0,0,0,0,0,0,
Hot Boxx,Prancer,1,0,0,0,0,0,0,0,5,3,0,0,0,
Hot Boxx,Prancer,2,0,0,0,0,0,0,0,0,0,0,0,0,
Hot Boxx,Prancer,3,0,0,0,0,0,0,0,0,0,0,0,0,
Hot Boxx,Prancer,4,0,0,0,0,0,0,0,0,0,0,0,0,
Hot Boxx,Prancer,5,0,0,0,0,0,0,0,0,0,0,0,0,
Hot Boxx,Prancer,6,0,0,0,0,0,0,0,0,0,0,0,0,
Liberty Biberty,Prancer,0,3,6,0,0,0,0,0,5,0,0,0,0,the-colosseum
Liberty Biberty,Prancer,1,3,3,0,0,0,0,0,0,0,0,0,0,the-grove
Liberty Biberty,Prancer,2,0,0,0,0,0,0,0,0,0,0,0,0,
Liberty Biberty,Prancer,3,0,0,0,0,0,0,0,0,0,0,0,0,
Liberty Biberty,Prancer,4,0,0,0,0,0,0,0,0,0,0,0,0,
Liberty Biberty,Prancer,5,0,0,0,0,0,0,0,0,0,0,0,0,
Liberty Biberty,Prancer,6,0,0,0,0,0,0,0,0,0,0,0,0,
Nemo,Prancer,0,3,6,0,0,0,3,0,5,0,0,0,0,the-colosseum
Nemo,Prancer,1,3,3,0,0,5,0,5,5,3,0,0,0,the-grove
Nemo,Prancer,2,0,0,0,0,0,0,0,0,0,0,0,0,
Nemo,Prancer,3,0,0,0,0,0,0,0,0,0,0,0,0,
Nemo,Prancer,4,0,0,0,0,0,0,0,0,0,0,0,0,
Nemo,Prancer,5,0,0,0,0,0,0,0,0,0,0,0,0,
Nemo,Prancer,6,0,0,0,0,0,0,0,0,0,0,0,0,
PFG,Prancer,0,0,3,0,0,0,0,0,5,0,0,0,10,the-colosseum
PFG,Prancer,1,0,3,0,0,0,0,0,0,3,0,0,0,
PFG,Prancer,2,0,0,0,0,0,0,0,0,0,0,0,0,
PFG,Prancer,3,0,0,0,0,0,0,0,0,0,0,0,0,
PFG,Prancer,4,0,0,0,0,0,0,0,0,0,0,0,0,
PFG,Prancer,5,0,0,0,0,0,0,0,0,0,0,0,0,
PFG,Prancer,6,0,0,0,0,0,0,0,0,0,0,0,0,
Sensodyne,Prancer,0,0,0,0,0,0,0,0,0,0,0,0,0,
Sensodyne,Prancer,1,1,3,0,0,0,0,0,0,0,0,0,0,the-colosseum
Sensodyne,Prancer,2,0,0,0,0,0,0,0,0,0,0,0,0,
Sensodyne,Prancer,3,0,0,0,0,0,0,0,0,0,0,0,0,
Sensodyne,Prancer,4,0,0,0,0,0,0,0,0,0,0,0,0,
Sensodyne,Prancer,5,0,0,0,0,0,0,0,0,0,0,0,0,
Sensodyne,Prancer,6,0,0,0,0,0,0,0,0,0,0,0,0,
Slinky,Prancer,0,0,3,0,0,0,0,0,0,0,0,0,0,the-colosseum
Slinky,Prancer,1,3,3,0,0,0,0,0,0,3,0,0,0,the-grove
Slinky,Prancer,2,0,0,0,0,0,0,0,0,0,0,0,0,
Slinky,Prancer,3,0,0,0,0,0,0,0,0,0,0,0,0,
Slinky,Prancer,4,0,0,0,0,0,0,0,0,0,0,0,0,
Slinky,Prancer,5,0,0,0,0,0,0,0,0,0,0,0,0,
Slinky,Prancer,6,0,0,0,0,0,0,0,0,0,0,0,0,
Sloppy Joe,Prancer,0,0,0,0,0,0,0,0,0,0,0,0,0,
Sloppy Joe,Prancer,1,0,0,0,0,0,0,0,0,0,0,0,0,
Sloppy Joe,Prancer,2,0,0,0,0,0,0,0,0,0,0,0,0,
Sloppy Joe,Prancer,3,0,0,0,0,0,0,0,0,0,0,0,0,
Sloppy Joe,Prancer,4,0,0,0,0,0,0,0,0,0,0,0,0,
Sloppy Joe,Prancer,5,0,0,0,0,0,0,0,0,0,0,0,0,
Sloppy Joe,Prancer,6,0,0,0,0,0,0,0,0,0,0,0,0,
Spit Valve,Prancer,0,3,6,0,0,0,3,0,5,0,1,0,0,the-colosseum
Spit Valve,Prancer,1,3,3,0,0,5,3,0,5,3,0,0,0,the-grove
Spit Valve,Prancer,2,0,0,0,0,0,0,0,0,0,0,0,0,
Spit Valve,Prancer,3,0,0,0,0,0,0,0,0,0,0,0,0,
Spit Valve,Prancer,4,0,0,0,0,0,0,0,0,0,0,0,0,
Spit Valve,Prancer,5,0,0,0,0,0,0,0,0,0,0,0,0,
Spit Valve,Prancer,6,0,0,0,0,0,0,0,0,0,0,0,0,
The Worm,Prancer,0,0,3,0,0,0,0,0,5,0,0,0,0,the-colosseum
The Worm,Prancer,1,2,3,0,0,0,0,0,0,3,0,0,0,the-grove
The Worm,Prancer,2,0,0,0,0,0,0,0,0,0,0,0,0,
The Worm,Prancer,3,0,0,0,0,0,0,0,0,0,0,0,0,
The Worm,Prancer,4,0,0,0,0,0,0,0,0,0,0,0,0,
The Worm,Prancer,5,0,0,0,0,0,0,0,0,0,0,0,0,
The Worm,Prancer,6,0,0,0,0,0,0,0,0,0,0,0,0,
Tinfoil,Prancer,0,3,6,0,0,0,0,0,5,0,0,0,0,the-colosseum
Tinfoil,Prancer,1,0,0,0,0,0,0,0,0,3,0,0,0,
Tinfoil,Prancer,2,0,0,0,0,0,0,0,0,0,0,0,0,
Tinfoil,Prancer,3,0,0,0,0,0,0,0,0,0,0,0,0,
Tinfoil,Prancer,4,0,0,0,0,0,0,0,0,0,0,0,0,
Tinfoil,Prancer,5,0,0,0,0,0,0,0,0,0,0,0,0,
Tinfoil,Prancer,6,0,0,0,0,0,0,0,0,0,0,0,0,
Wet Bandit,Prancer,0,0,0,0,0,0,0,0,0,0,0,0,0,
Wet Bandit,Prancer,1,0,0,0,0,0,0,0,0,3,0,0,0,
Wet Bandit,Prancer,2,0,0,0,0,0,0,0,0,0,0,0,0,
Wet Bandit,Prancer,3,0,0,0,0,0,0,0,0,0,0,0,0,
Wet Bandit,Prancer,4,0,0,0,0,0,0,0,0,0,0,0,0,
Wet Bandit,Prancer,5,0,0,0,0,0,0,0,0,0,0,0,0,
Wet Bandit,Prancer,6,0,0,0,0,0,0,0,0,0,0,0,0,
YellowPages,Prancer,0,0,6,0,0,0,3,0,5,0,0,0,0,the-colosseum
YellowPages,Prancer,1,2,3,0,0,0,0,0,0,3,0,0,0,the-grove
YellowPages,Prancer,2,0,0,0,0,0,0,0,0,0,0,0,0,
YellowPages,Prancer,3,0,0,0,0,0,0,0,0,0,0,0,0,
YellowPages,Prancer,4,0,0,0,0,0,0,0,0,0,0,0,0,
YellowPages,Prancer,5,0,0,0,0,0,0,0,0,0,0,0,0,
YellowPages,Prancer,6,0,0,0,0,0,0,0,0,0,0,0,0,
Backstreet,Rudolph,0,0,3,0,0,0,0,0,5,0,0,0,0,the-colosseum
Backstreet,Rudolph,1,0,0,0,0,0,0,0,0,0,0,0,0,
Backstreet,Rudolph,2,0,0,0,0,0,0,0,0,0,0,0,0,
Backstreet,Rudolph,3,0,0,0,0,0,0,0,0,0,0,0,0,
Backstreet,Rudolph,4,0,0,0,0,0,0,0,0,0,0,0,0,
Backstreet,Rudolph,5,0,0,0,0,0,0,0,0,0,0,0,0,
Backstreet,Rudolph,6,0,0,0,0,0,0,0,0,0,0,0,0,
BoilerUp,Rudolph,0,0,0,0,0,0,0,0,0,0,0,0,0,
BoilerUp,Rudolph,1,1,3,0,0,0,0,0,0,3,0,0,0,the-colosseum
BoilerUp,Rudolph,2,0,0,0,0,0,0,0,0,0,0,0,0,
BoilerUp,Rudolph,3,0,0,0,0,0,0,0,0,0,0,0,0,
BoilerUp,Rudolph,4,0,0,0,0,0,0,0,0,0,0,0,0,
BoilerUp,Rudolph,5,0,0,0,0,0,0,0,0,0,0,0,0,
BoilerUp,Rudolph,6,0,0,0,0,0,0,0,0,0,0,0,0,
Celine Dion,Rudolph,0,0,3,0,0,0,0,0,5,0,0,0,0,the-colosseum
Celine Dion,Rudolph,1,0,0,0,0,0,0,0,0,0,0,0,0,
Celine Dion,Rudolph,2,0,0,0,0,0,0,0,0,0,0,0,0,
Celine Dion,Rudolph,3,0,0,0,0,0,0,0,0,0,0,0,0,
Celine Dion,Rudolph,4,0,0,0,0,0,0,0,0,0,0,0,0,
Celine Dion,Rudolph,5,0,0,0,0,0,0,0,0,0,0,0,0,
Celine Dion,Rudolph,6,0,0,0,0,0,0,0,0,0,0,0,0,
Cowbell,Rudolph,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cowbell,Rudolph,1,0,0,0,0,0,0,0,0,0,0,0,0,
Cowbell,Rudolph,2,0,0,0,0,0,0,0,0,0,0,0,0,
Cowbell,Rudolph,3,0,0,0,0,0,0,0,0,0,0,0,0,
Cowbell,Rudolph,4,0,0,0,0,0,0,0,0,0,0,0,0,
Cowbell,Rudolph,5,0,0,0,0,0,0,0,0,0,0,0,0,
Cowbell,Rudolph,6,0,0,0,0,0,0,0,0,0,0,0,0,
Folgers,Rudolph,0,0,3,0,0,0,3,0,5,0,0,0,0,the-colosseum
Folgers,Rudolph,1,0,0,0,0,0,0,0,0,3,0,0,0,
Folgers,Rudolph,2,0,0,0,0,0,0,0,0,0,0,0,0,
Folgers,Rudolph,3,0,0,0,0,0,0,0,0,0,0,0,0,
Folgers,Rudolph,4,0,0,0,0,0,0,0,0,0,0,0,0,
Folgers,Rudolph,5,0,0,0,0,0,0,0,0,0,0,0,0,
Folgers,Rudolph,6,0,0,0,0,0,0,0,0,0,0,0,0,
Foreclosure,Rudolph,0,3,6,0,0,0,0,0,5,0,0,0,0,the-colosseum
Foreclosure,Rudolph,1,6,3,0,0,0,0,5,0,3,0,0,0,the-colosseum
Foreclosure,Rudolph,2,0,0,0,0,0,0,0,0,0,0,0,0,
Foreclosure,Rudolph,3,0,0,0,0,0,0,0,0,0,0,0,0,
Foreclosure,Rudolph,4,0,0,0,0,0,0,0,0,0,0,0,0,
Foreclosure,Rudolph,5,0,0,0,0,0,0,0,0,0,0,0,0,
Foreclosure,Rudolph,6,0,0,0,0,0,0,0,0,0,0,0,0,
Homer Simpson,Rudolph,0,0,0,0,0,0,0,0,0,0,0,0,0,
Homer Simpson,Rudolph,1,0,0,0,0,0,0,0,0,0,0,0,0,
Homer Simpson,Rudolph,2,0,0,0,0,0,0,0,0,0,0,0,0,
Homer Simpson,Rudolph,3,0,0,0,0,0,0,0,0,0,0,0,0,
Homer Simpson,Rudolph,4,0,0,0,0,0,0,0,0,0,0,0,0,
Homer Simpson,Rudolph,5,0,0,0,0,0,0,0,0,0,0,0,0,
Homer Simpson,Rudolph,6,0,0,0,0,0,0,0,0,0,0,0,0,
Italian Ice,Rudolph,0,0,3,0,0,0,0,0,5,0,0,0,0,the-colosseum
Italian Ice,Rudolph,1,0,3,0,0,0,0,0,0,0,0,0,0,
Italian Ice,Rudolph,2,0,0,0,0,0,0,0,0,0,0,0,0,
Italian Ice,Rudolph,3,0,0,0,0,0,0,0,0,0,0,0,0,
Italian Ice,Rudolph,4,0,0,0,0,0,0,0,0,0,0,0,0,
Italian Ice,Rudolph,5,0,0,0,0,0,0,0,0,0,0,0,0,
Italian Ice,Rudolph,6,0,0,0,0,0,0,0,0,0,0,0,0,
Mapquest,Rudolph,0,0,0,0,0,0,0,0,0,0,0,0,0,
Mapquest,Rudolph,1,0,3,0,0,0,0,0,0,0,0,0,0,the-colosseum
Mapquest,Rudolph,2,0,0,0,0,0,0,0,0,0,0,0,0,
Mapquest,Rudolph,3,0,0,0,0,0,0,0,0,0,0,0,0,
Mapquest,Rudolph,4,0,0,0,0,0,0,0,0,0,0,0,0,
Mapquest,Rudolph,5,0,0,0,0,0,0,0,0,0,0,0,0,
Mapquest,Rudolph,6,0,0,0,0,0,0,0,0,0,0,0,0,
Napster,Rudolph,0,3,6,0,0,0,0,0,5,0,0,0,0,the-colosseum
Napster,Rudolph,1,3,3,0,0,0,0,5,5,3,0,0,0,the-grove
Napster,Rudolph,2,0,0,0,0,0,0,0,0,0,0,0,0,
Napster,Rudolph,3,0,0,0,0,0,0,0,0,0,0,0,0,
Napster,Rudolph,4,0,0,0,0,0,0,0,0,0,0,0,0,
Napster,Rudolph,5,0,0,0,0,0,0,0,0,0,0,0,0,
Napster,Rudolph,6,0,0,0,0,0,0,0,0,0,0,0,0,
Nickelback,Rudolph,0,0,3,0,0,0,0,0,5,0,0,0,0,the-colosseum
Nickelback,Rudolph,1,0,0,0,0,0,3,0,0,3,0,0,0,
Nickelback,Rudolph,2,0,0,0,0,0,0,0,0,0,0,0,0,
Nickelback,Rudolph,3,0,0,0,0,0,0,0,0,0,0,0,0,
Nickelback,Rudolph,4,0,0,0,0,0,0,0,0,0,0,0,0,
Nickelback,Rudolph,5,0,0,0,0,0,0,0,0,0,0,0,0,
Nickelback,Rudolph,6,0,0,0,0,0,0,0,0,0,0,0,0,
Ricola,Rudolph,0,0,6,0,0,0,3,0,5,0,0,0,10,the-colosseum
Ricola,Rudolph,1,3,3,0,0,0,0,0,0,3,0,0,0,
Ricola,Rudolph,2,0,0,0,0,0,0,0,0,0,0,0,0,
Ricola,Rudolph,3,0,0,0,0,0,0,0,0,0,0,0,0,
Ricola,Rudolph,4,0,0,0,0,0,0,0,0,0,0,0,0,
Ricola,Rudolph,5,0,0,0,0,0,0,0,0,0,0,0,0,
Ricola,Rudolph,6,0,0,0,0,0,0,0,0,0,0,0,0,
Ringo,Rudolph,0,0,3,0,0,0,0,0,5,0,0,0,0,the-colosseum
Ringo,Rudolph,1,3,3,0,0,0,3,0,5,3,0,0,0,the-grove
Ringo,Rudolph,2,0,0,0,0,0,0,0,0,0,0,0,0,
Ringo,Rudolph,3,0,0,0,0,0,0,0,0,0,0,0,0,
Ringo,Rudolph,4,0,0,0,0,0,0,0,0,0,0,0,0,
Ringo,Rudolph,5,0,0,0,0,0,0,0,0,0,0,0,0,
Ringo,Rudolph,6,0,0,0,0,0,0,0,0,0,0,0,0,
Slapshot,Rudolph,0,0,3,0,0,0,0,0,5,0,0,0,0,the-colosseum
Slapshot,Rudolph,1,0,0,0,0,0,0,0,0,0,0,0,0,
Slapshot,Rudolph,2,0,0,0,0,0,0,0,0,0,0,0,0,
Slapshot,Rudolph,3,0,0,0,0,0,0,0,0,0,0,0,0,
Slapshot,Rudolph,4,0,0,0,0,0,0,0,0,0,0,0,0,
Slapshot,Rudolph,5,0,0,0,0,0,0,0,0,0,0,0,0,
Slapshot,Rudolph,6,0,0,0,0,0,0,0,0,0,0,0,0,
Spud,Rudolph,0,0,0,0,0,0,0,0,0,0,0,0,0,
Spud,Rudolph,1,0,0,0,0,0,0,0,0,0,0,0,0,
Spud,Rudolph,2,0,0,0,0,0,0,0,0,0,0,0,0,
Spud,Rudolph,3,0,0,0,0,0,0,0,0,0,0,0,0,
Spud,Rudolph,4,0,0,0,0,0,0,0,0,0,0,0,0,
Spud,Rudolph,5,0,0,0,0,0,0,0,0,0,0,0,0,
Spud,Rudolph,6,0,0,0,0,0,0,0,0,0,0,0,0,
Underdog,Rudolph,0,0,6,0,0,0,0,0,5,0,0,0,0,the-colosseum
Underdog,Rudolph,1,3,3,0,0,0,0,0,0,0,0,0,0,
Underdog,Rudolph,2,0,0,0,0,0,0,0,0,0,0,0,0,
Underdog,Rudolph,3,0,0,0,0,0,0,0,0,0,0,0,0,
Underdog,Rudolph,4,0,0,0,0,0,0,0,0,0,0,0,0,
Underdog,Rudolph,5,0,0,0,0,0,0,0,0,0,0,0,0,
Underdog,Rudolph,6,0,0,0,0,0,0,0,0,0,0,0,0,
5-Putt,Vixen,0,0,3,0,0,0,0,0,5,0,0,0,0,the-colosseum
5-Putt,Vixen,1,0,3,0,0,0,0,0,0,0,0,0,0,the-colosseum
5-Putt,Vixen,2,0,0,0,0,0,0,0,0,0,0,0,0,
5-Putt,Vixen,3,0,0,0,0,0,0,0,0,0,0,0,0,
5-Putt,Vixen,4,0,0,0,0,0,0,0,0,0,0,0,0,
5-Putt,Vixen,5,0,0,0,0,0,0,0,0,0,0,0,0,
5-Putt,Vixen,6,0,0,0,0,0,0,0,0,0,0,0,0,
Blue Gill,Vixen,0,0,6,0,0,0,3,0,5,0,0,0,0,the-colosseum
Blue Gill,Vixen,1,6,3,0,0,0,0,0,0,3,1,0,0,the-silo
Blue Gill,Vixen,2,0,0,0,0,0,0,0,0,0,0,0,0,
Blue Gill,Vixen,3,0,0,0,0,0,0,0,0,0,0,0,0,
Blue Gill,Vixen,4,0,0,0,0,0,0,0,0,0,0,0,0,
Blue Gill,Vixen,5,0,0,0,0,0,0,0,0,0,0,0,0,
Blue Gill,Vixen,6,0,0,0,0,0,0,0,0,0,0,0,0,
Broomstick,Vixen,0,3,0,0,0,0,3,0,0,0,0,0,0,
Broomstick,Vixen,1,6,3,0,0,0,0,0,0,3,0,0,0,the-silo
Broomstick,Vixen,2,0,0,0,0,0,0,0,0,0,0,0,0,
Broomstick,Vixen,3,0,0,0,0,0,0,0,0,0,0,0,0,
Broomstick,Vixen,4,0,0,0,0,0,0,0,0,0,0,0,0,
Broomstick,Vixen,5,0,0,0,0,0,0,0,0,0,0,0,0,
Broomstick,Vixen,6,0,0,0,0,0,0,0,0,0,0,0,0,
Den Mother,Vixen,0,0,0,0,0,0,0,0,0,0,0,0,0,
Den Mother,Vixen,1,0,3,0,0,0,0,0,0,0,0,0,0,the-colosseum
Den Mother,Vixen,2,0,0,0,0,0,0,0,0,0,0,0,0,
Den Mother,Vixen,3,0,0,0,0,0,0,0,0,0,0,0,0,
Den Mother,Vixen,4,0,0,0,0,0,0,0,0,0,0,0,0,
Den Mother,Vixen,5,0,0,0,0,0,0,0,0,0,0,0,0,
Den Mother,Vixen,6,0,0,0,0,0,0,0,0,0,0,0,0,
Dilly Dilly,Vixen,0,0,3,0,0,0,0,0,5,0,0,0,0,the-colosseum
Dilly Dilly,Vixen,1,3,3,0,0,0,0,0,0,3,0,0,0,the-silo
Dilly Dilly,Vixen,2,0,0,0,0,0,0,0,0,0,0,0,0,
Dilly Dilly,Vixen,3,0,0,0,0,0,0,0,0,0,0,0,0,
Dilly Dilly,Vixen,4,0,0,0,0,0,0,0,0,0,0,0,0,
Dilly Dilly,Vixen,5,0,0,0,0,0,0,0,0,0,0,0,0,
Dilly Dilly,Vixen,6,0,0,0,0,0,0,0,0,0,0,0,0,
Dipstick,Vixen,0,0,0,0,0,0,0,0,0,0,0,0,0,
Dipstick,Vixen,1,0,0,0,0,0,0,0,0,0,0,0,0,
Dipstick,Vixen,2,0,0,0,0,0,0,0,0,0,0,0,0,
Dipstick,Vixen,3,0,0,0,0,0,0,0,0,0,0,0,0,
Dipstick,Vixen,4,0,0,0,0,0,0,0,0,0,0,0,0,
Dipstick,Vixen,5,0,0,0,0,0,0,0,0,0,0,0,0,
Dipstick,Vixen,6,0,0,0,0,0,0,0,0,0,0,0,0,
Fish Tape,Vixen,0,0,3,0,0,0,0,0,5,0,0,0,0,the-colosseum
Fish Tape,Vixen,1,0,0,0,0,0,0,0,0,0,0,0,0,
Fish Tape,Vixen,2,0,0,0,0,0,0,0,0,0,0,0,0,
Fish Tape,Vixen,3,0,0,0,0,0,0,0,0,0,0,0,0,
Fish Tape,Vixen,4,0,0,0,0,0,0,0,0,0,0,0,0,
Fish Tape,Vixen,5,0,0,0,0,0,0,0,0,0,0,0,0,
Fish Tape,Vixen,6,0,0,0,0,0,0,0,0,0,0,0,0,
Ginga,Vixen,0,0,3,0,0,0,0,0,5,0,0,0,0,the-colosseum
Ginga,Vixen,1,0,0,0,0,0,0,0,0,0,0,0,0,
Ginga,Vixen,2,0,0,0,0,0,0,0,0,0,0,0,0,
Ginga,Vixen,3,0,0,0,0,0,0,0,0,0,0,0,0,
Ginga,Vixen,4,0,0,0,0,0,0,0,0,0,0,0,0,
Ginga,Vixen,5,0,0,0,0,0,0,0,0,0,0,0,0,
Ginga,Vixen,6,0,0,0,0,0,0,0,0,0,0,0,0,
Go Daddy,Vixen,0,0,3,0,0,0,0,0,5,0,0,0,0,the-colosseum
Go Daddy,Vixen,1,0,0,0,0,0,0,0,0,0,0,0,0,
Go Daddy,Vixen,2,0,0,0,0,0,0,0,0,0,0,0,0,
Go Daddy,Vixen,3,0,0,0,0,0,0,0,0,0,0,0,0,
Go Daddy,Vixen,4,0,0,0,0,0,0,0,0,0,0,0,0,
Go Daddy,Vixen,5,0,0,0,0,0,0,0,0,0,0,0,0,
Go Daddy,Vixen,6,0,0,0,0,0,0,0,0,0,0,0,0,
Hackman,Vixen,0,0,3,0,0,0,0,0,5,0,0,0,0,the-colosseum
Hackman,Vixen,1,0,3,0,0,0,0,0,0,0,0,0,0,the-colosseum
Hackman,Vixen,2,0,0,0,0,0,0,0,0,0,0,0,0,
Hackman,Vixen,3,0,0,0,0,0,0,0,0,0,0,0,0,
Hackman,Vixen,4,0,0,0,0,0,0,0,0,0,0,0,0,
